Tube Inoculation Date: 1-7-20, Read 1:   1-8-20,Read 2: 1-9-20,Read 3: 1-10-20,Comments,,,,7-
"Adarsha, Sample Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date:  11/30/20, Read 1:   ,Read 2: ,Read 3: ,Comments,,,,
LB,-,-,,,,,,
Sheath,-,-,,,,,,
"Wenji, Sample Buffer",-,-,,,,,,
"Wenji, Sample Buffer",-,-,,,,,,
,,,,,,,,
Tube Inoculation Date: 12-01-2020, Read 1:   12/2,Read 2: 12/3,Read 3: 12/4,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
 Sample Buffer,-,-,-,DISCARDED,,,,
,,,,,,,,
,,,,,,,,
Tube Inoculation Date: 12-02-2020, Read 1:   12/3,Read 2: 12/4,Read 3: ,Comments,,,,
LB -1,-,-,,,,,,
Sheath -2,-,-,,,,,,
Sample Buffer,-,-,,,,,,
,,,,,,,,
Tube Inoculation Date: 12-03-2020, Read 1:   12/4,Read 2: ,Read 3: ,Comments,,,,
LB,-,,,,,,,
Sheath,-,,,,,,,
"Juan, Sample Buffer",-,,,,,,,
"Juan, Collection Buffer",-,,,,,,,
,,,,,,,,
Tube Inoculation Date: 12-04-2020, Read 1:   12/7,Read 2: ,Read 3: ,Comments,,,,
LB,,,,,,,,
Sheath,,,,,,,,
Sample Buffer,,,,,,,,
FBS,,,,,,,,
